ClaimNo,TransactionDate,Action,CaseReserve,Payment
5455,2013-04-09,PMT,-1899.123307,1899.123307
5455,2013-04-12,PMT,-11628.41322,11628.41322
5455,2013-06-22,PMT,-710.1940292,710.1940292
5455,2013-06-30,RES,0,0
5455,2014-01-15,INT70,0,0
5455,2014-06-30,RES,0,0
5455,2014-11-04,PMT,-661.3489853,661.3489853
5455,2014-12-09,PMT,-236.7550832,236.7550832
5455,2015-03-31,INT90,0,0
5455,2015-06-30,RES,0,0
5455,2015-11-05,PMT,-3308.960167,3308.960167
5456,2009-07-14,RPT,737.7510516,0
5456,2010-06-30,RES,0,0
5456,2010-08-27,INT40,0,0
5456,2011-06-29,INT70,0,0
5456,2011-06-30,RES,0,0
5456,2012-01-20,INT90,0,0
5456,2012-04-30,PMT,-737.7510516,737.7510516
5457,2009-07-09,RPT,2575.175167,0
5457,2010-06-30,RES,0,0
5457,2010-11-01,INT40,0,0
5457,2011-06-30,RES,0,0
5457,2011-09-28,PMT,-505.9540834,505.9540834
5457,2011-10-28,INT70,0,0
5457,2012-06-24,INT90,0,0
5457,2012-06-30,RES,0,0
5457,2012-10-22,PMT,-2069.221083,2069.221083
5458,2009-11-19,RPT,9124.101247,0
5458,2010-06-30,RES,0,0
5458,2011-06-30,RES,0,0
5458,2012-06-30,RES,0,0
5458,2013-06-30,RES,0,0
5458,2014-05-15,PMT,-1454.705105,1454.705105
5458,2014-06-30,RES,0,0
5458,2014-11-11,PMT,-882.7802923,882.7802923
5458,2015-02-14,INT40,0,0
5458,2015-06-30,RES,0,0
5458,2016-06-30,RES,0,0
5458,2017-06-30,RES,0,0
5458,2017-12-17,PMT,-1495.881164,1495.881164
5458,2018-05-10,PMT,-813.7263972,813.7263972
5458,2018-06-30,RES,0,0
5458,2019-01-19,INT70,0,0
5458,2019-06-30,RES,0,0
5458,2020-06-30,RES,0,0
5458,2021-06-30,RES,0,0
5458,2021-09-01,INT90,0,0
5458,2022-06-30,RES,0,0
5458,2022-07-31,PMT,-2280.775545,2280.775545
5458,2022-12-23,PMT,-2196.232745,2196.232745
5459,2010-01-20,RPT,17311.55591,0
5459,2010-06-30,RES,0,0
5459,2011-06-30,RES,0,0
5459,2012-06-30,RES,0,0
5459,2013-06-30,RES,0,0
5459,2014-06-30,RES,0,0
5459,2015-06-30,RES,0,0
5459,2015-11-03,PMT,-1409.586164,1409.586164
5459,2016-06-30,RES,0,0
5459,2016-11-02,INT40,0,0
5459,2017-06-30,RES,0,0
5459,2018-03-01,PMT,-5083.927056,5083.927056
5459,2018-06-30,RES,0,0
5459,2019-06-30,RES,0,0
5459,2020-06-30,RES,0,0
5459,2021-06-30,RES,0,0
5459,2021-12-05,INT70,0,0
5459,2022-06-30,RES,0,0
5459,2023-06-30,RES,0,0
5459,2023-12-20,PMT,-7846.103125,7846.103125
5459,2024-06-30,RES,0,0
5459,2024-07-15,PMT,-809.3658464,809.3658464
5459,2025-04-27,INT90,0,0
5459,2025-06-30,RES,0,0
5459,2026-06-30,RES,0,0
5459,2027-01-06,PMT,-2162.573715,2162.573715
5460,2009-08-02,RPT,1271.640696,0
5460,2010-06-30,RES,0,0
5460,2010-10-07,INT40,0,0
5460,2011-06-30,RES,0,0
5460,2011-08-26,INT70,0,0
5460,2012-03-28,INT90,0,0
5460,2012-06-30,RES,0,0
5460,2012-07-13,PMT,-1271.640696,1271.640696
5461,2011-01-20,RPT,2196.876695,0
5461,2011-02-24,INT40,0,0
5461,2011-03-22,INT70,0,0
5461,2011-04-09,INT90,0,0
5461,2011-04-17,PMT,-2196.876695,2196.876695
5462,2009-07-24,RPT,6596.038239,0
5462,2009-07-30,PMT,-2176.616952,2176.616952
5462,2009-09-20,INT40,0,0
5462,2009-11-02,INT70,0,0
5462,2009-11-24,PMT,-3735.01559,3735.01559
5462,2009-12-01,INT90,0,0
5462,2009-12-15,PMT,-684.4056973,684.4056973
5463,2009-08-06,RPT,1508.701144,0
5463,2009-12-30,INT40,0,0
5463,2010-04-18,INT70,0,0
5463,2010-06-29,INT90,0,0
5463,2010-06-30,RES,0,0
5463,2010-08-04,PMT,-1508.701144,1508.701144
5464,2009-08-26,RPT,53377.71951,0
5464,2010-06-24,PMT,-8588.256929,8588.256929
5464,2010-06-30,RES,0,0
5464,2011-03-31,INT40,0,0
5464,2011-06-30,RES,0,0
5464,2012-06-10,INT70,0,0
5464,2012-06-30,RES,0,0
5464,2013-01-23,PMT,-32180.11488,32180.11488
5464,2013-03-28,INT90,0,0
5464,2013-06-30,RES,0,0
5464,2013-08-20,PMT,-12609.3477,12609.3477
5465,2009-11-24,RPT,1663.681334,0
5465,2010-01-07,INT40,0,0
5465,2010-02-10,INT70,0,0
5465,2010-03-04,INT90,0,0
5465,2010-03-14,PMT,-1663.681334,1663.681334
5466,2009-08-30,RPT,4257.745312,0
5466,2010-06-18,INT40,0,0
5466,2010-06-30,RES,0,0
5466,2011-01-23,INT70,0,0
5466,2011-06-18,INT90,0,0
5466,2011-06-30,RES,0,0
5466,2011-08-30,PMT,-4257.745312,4257.745312
5467,2009-07-30,RPT,5330.952379,0
5467,2009-08-10,INT40,0,0
5467,2009-08-17,INT70,0,0
5467,2009-08-23,INT90,0,0
5467,2009-08-25,PMT,-5330.952379,5330.952379
5468,2009-09-11,RPT,18805.56487,0
5468,2009-12-01,PMT,-2525.229505,2525.229505
5468,2010-06-30,RES,0,0
5468,2010-08-30,PMT,-1475.349678,1475.349678
5468,2011-06-30,RES,0,0
5468,2012-01-24,INT40,0,0
5468,2012-06-30,RES,0,0
5468,2013-06-30,RES,0,0
5468,2013-11-03,INT70,0,0
5468,2014-06-30,RES,0,0
5468,2014-08-31,PMT,-1360.695214,1360.695214
5468,2015-01-10,INT90,0,0
5468,2015-01-12,PMT,-2727.822553,2727.822553
5468,2015-06-30,RES,0,0
5468,2015-08-13,PMT,-10716.46792,10716.46792
5469,2009-07-22,RPT,12576.36993,0
5469,2010-06-30,RES,0,0
5469,2011-06-30,RES,0,0
5469,2012-06-30,RES,0,0
5469,2012-07-11,PMT,-1448.298483,1448.298483
5469,2012-10-18,INT40,0,0
5469,2013-06-30,RES,0,0
5469,2014-06-30,RES,0,0
5469,2015-03-25,INT70,0,0
5469,2015-06-30,RES,0,0
5469,2016-06-30,RES,0,0
5469,2016-11-06,INT90,0,0
5469,2017-06-30,RES,0,0
5469,2017-08-28,PMT,-11128.07144,11128.07144
5470,2009-11-23,RPT,14149.43061,0
5470,2010-06-30,RES,0,0
5470,2011-06-30,RES,0,0
5470,2012-06-30,RES,0,0
5470,2013-01-24,INT40,0,0
5470,2013-06-30,RES,0,0
5470,2013-10-14,PMT,-4877.453546,4877.453546
5470,2014-06-30,RES,0,0
5470,2015-06-11,INT70,0,0
5470,2015-06-30,RES,0,0
5470,2016-06-30,RES,0,0
5470,2016-10-28,PMT,-8356.51877,8356.51877
5470,2017-01-10,INT90,0,0
5470,2017-06-30,RES,0,0
5470,2017-10-26,PMT,-915.4582981,915.4582981
5471,2009-08-26,RPT,1124.763266,0
5471,2009-12-27,INT40,0,0
5471,2010-03-30,INT70,0,0
5471,2010-05-30,INT90,0,0
5471,2010-06-30,PMT,-1124.763266,1124.763266
5472,2009-10-21,RPT,13336.8953,0
5472,2010-06-30,RES,0,0
5472,2011-06-30,RES,0,0
5472,2011-10-27,PMT,-2749.029812,2749.029812
5472,2012-06-30,RES,0,0
5472,2013-06-30,RES,0,0
5472,2014-06-30,RES,0,0
5472,2015-03-10,INT40,0,0
5472,2015-06-30,RES,0,0
5472,2015-11-09,PMT,-2405.365464,2405.365464
5472,2016-02-18,PMT,-2365.284757,2365.284757
5472,2016-06-30,RES,0,0
5472,2017-01-01,PMT,-1622.37902,1622.37902
5472,2017-06-30,RES,0,0
5472,2018-06-30,RES,0,0
5472,2018-09-07,PMT,-3671.934991,3671.934991
5472,2019-03-24,INT70,0,0
5472,2019-06-30,RES,0,0
5472,2020-06-30,RES,0,0
5472,2021-06-30,RES,0,0
5472,2021-12-02,INT90,0,0
5472,2022-06-30,RES,0,0
5472,2023-04-07,PMT,-522.9012571,522.9012571
5473,2009-09-20,RPT,2806.946292,0
5473,2010-06-30,RES,0,0
5473,2011-03-18,INT40,0,0
5473,2011-06-30,RES,0,0
5473,2012-04-29,INT70,0,0
5473,2012-06-30,RES,0,0
5473,2013-01-26,INT90,0,0
5473,2013-06-10,PMT,-2806.946292,2806.946292
5474,2009-08-14,RPT,3232.195819,0
5474,2009-10-14,INT40,0,0
5474,2009-11-29,INT70,0,0
5474,2009-12-30,INT90,0,0
5474,2010-01-14,PMT,-3232.195819,3232.195819
5475,2010-07-09,RPT,11936.5688,0
5475,2011-02-08,PMT,-3019.714418,3019.714418
5475,2011-06-30,RES,0,0
5475,2012-06-30,RES,0,0
5475,2012-12-05,INT40,0,0
5475,2013-06-30,RES,0,0
5475,2014-04-13,PMT,-4746.574876,4746.574876
5475,2014-06-30,RES,0,0
5475,2014-09-26,INT70,0,0
5475,2015-06-30,RES,0,0
5475,2015-12-10,INT90,0,0
5475,2016-06-30,RES,0,0
5475,2016-07-17,PMT,-4170.279504,4170.279504
5476,2009-08-21,RPT,19057.07287,0
5476,2010-06-30,RES,0,0
5476,2010-12-26,PMT,-586.0750505,586.0750505
5476,2011-06-30,RES,0,0
5476,2011-10-04,PMT,-8266.170033,8266.170033
5476,2012-06-30,RES,0,0
5476,2012-08-26,PMT,-2643.694342,2643.694342
5476,2013-06-30,RES,0,0
5476,2013-08-20,INT40,0,0
5476,2014-06-30,RES,0,0
5476,2015-06-30,RES,0,0
5476,2016-02-10,PMT,-2420.791355,2420.791355
5476,2016-03-07,PMT,-299.8874148,299.8874148
5476,2016-06-30,RES,0,0
5476,2016-08-19,INT70,0,0
5476,2017-01-21,PMT,-1714.478723,1714.478723
5476,2017-06-30,RES,0,0
5476,2018-06-30,RES,0,0
5476,2018-08-19,INT90,0,0
5476,2019-06-30,RES,0,0
5476,2019-08-19,PMT,-3125.975947,3125.975947
5477,2010-03-13,RPT,20858.50286,0
5477,2010-06-30,RES,0,0
5477,2010-08-08,PMT,-967.6226037,967.6226037
5477,2011-03-09,PMT,-1300.871471,1300.871471
5477,2011-06-30,RES,0,0
5477,2011-07-12,INT40,0,0
5477,2012-01-05,PMT,-364.9304855,364.9304855
5477,2012-06-07,PMT,-10493.61739,10493.61739
5477,2012-06-30,RES,0,0
5477,2012-07-10,INT70,0,0
5477,2013-03-10,INT90,0,0
5477,2013-06-30,RES,0,0
5477,2013-07-09,PMT,-7731.460914,7731.460914
5478,2010-02-05,RPT,3274.168671,0
5478,2010-06-30,RES,0,0
5478,2010-08-11,INT40,0,0
5478,2010-12-29,INT70,0,0
5478,2011-04-02,INT90,0,0
5478,2011-04-28,PMT,-2020.76076,2020.76076
5478,2011-05-18,PMT,-1253.407911,1253.407911
5479,2009-11-26,RPT,8534.63452,0
5479,2010-06-30,RES,0,0
5479,2011-06-30,RES,0,0
5479,2012-06-30,RES,0,0
5479,2013-06-30,RES,0,0
5479,2013-11-06,INT40,0,0
5479,2014-06-30,RES,0,0
5479,2015-06-30,RES,0,0
5479,2016-04-01,PMT,-838.3486972,838.3486972
5479,2016-06-30,RES,0,0
5479,2016-10-20,PMT,-6821.28665,6821.28665
5479,2016-10-22,INT70,0,0
5479,2017-06-30,RES,0,0
5479,2018-06-30,RES,0,0
5479,2018-10-12,INT90,0,0
5479,2019-06-30,RES,0,0
5479,2019-10-07,PMT,-874.9991728,874.9991728
5480,2009-12-26,RPT,18182.5554,0
5480,2010-04-20,PMT,-13970.91771,13970.91771
5480,2010-06-30,RES,0,0
5480,2011-04-22,PMT,-2944.769835,2944.769835
5480,2011-06-30,RES,0,0
5480,2011-12-16,INT40,0,0
5480,2012-06-30,RES,0,0
5480,2013-06-08,INT70,0,0
5480,2013-06-30,RES,0,0
5480,2014-06-03,INT90,0,0
5480,2014-06-30,RES,0,0
5480,2014-11-30,PMT,-1266.867861,1266.867861
5481,2009-10-03,RPT,3796.200066,0
5481,2009-10-25,INT40,0,0
5481,2009-11-11,INT70,0,0
5481,2009-11-22,INT90,0,0
5481,2009-11-28,PMT,-3796.200066,3796.200066
5482,2009-08-20,RPT,6838.126849,0
5482,2010-03-27,PMT,-1625.292782,1625.292782
5482,2010-06-28,INT40,0,0
5482,2010-06-30,RES,0,0
5482,2011-02-17,INT70,0,0
5482,2011-06-30,RES,0,0
5482,2011-07-23,INT90,0,0
5482,2011-10-09,PMT,-5212.834067,5212.834067
5483,2009-09-24,RPT,2142.67493,0
5483,2010-06-30,RES,0,0
5483,2010-09-27,INT40,0,0
5483,2011-06-30,INT70,0,0
5483,2011-12-30,INT90,0,0
5483,2012-03-31,PMT,-2142.67493,2142.67493
5484,2009-12-12,RPT,1076.081826,0
5484,2009-12-29,INT40,0,0
5484,2010-01-10,INT70,0,0
5484,2010-01-19,INT90,0,0
5484,2010-01-22,PMT,-1076.081826,1076.081826
5485,2009-07-10,RPT,18018.39165,0
5485,2009-07-17,PMT,-2672.282547,2672.282547
5485,2010-06-30,RES,0,0
5485,2010-08-01,PMT,-353.9758142,353.9758142
5485,2011-06-30,RES,0,0
5485,2012-06-30,RES,0,0
5485,2013-06-30,RES,0,0
5485,2014-06-30,RES,0,0
5485,2014-08-02,PMT,-568.6341924,568.6341924
5485,2015-06-30,RES,0,0
5485,2016-06-30,RES,0,0
5485,2017-06-30,RES,0,0
5485,2017-09-16,INT40,0,0
5485,2018-06-30,RES,0,0
5485,2019-06-30,RES,0,0
5485,2020-06-30,RES,0,0
5485,2021-06-30,RES,0,0
5485,2021-08-26,PMT,-3057.02967,3057.02967
5485,2022-06-30,RES,0,0
5485,2023-06-30,RES,0,0
5485,2023-11-07,INT70,0,0
5485,2024-06-15,PMT,-1212.373507,1212.373507
5485,2024-06-30,RES,0,0
5485,2025-06-30,RES,0,0
5485,2025-11-30,PMT,-1933.605705,1933.605705
5485,2026-06-30,RES,0,0
5485,2027-06-30,RES,0,0
5485,2027-09-26,PMT,-5685.320658,5685.320658
5485,2027-12-11,INT90,0,0
5485,2028-06-30,RES,0,0
5485,2029-03-22,PMT,-520.7579733,520.7579733
5485,2029-06-30,RES,0,0
5485,2029-12-27,PMT,-2014.411587,2014.411587
5486,2009-12-16,RPT,3377.745935,0
5486,2010-06-30,RES,0,0
5486,2010-09-20,INT40,0,0
5486,2011-04-16,INT70,0,0
5486,2011-06-30,RES,0,0
5486,2011-08-22,PMT,-1072.051839,1072.051839
5486,2011-09-02,INT90,0,0
5486,2011-09-22,PMT,-1614.059488,1614.059488
5486,2011-11-10,PMT,-691.6346082,691.6346082
5487,2009-08-19,RPT,8870.797863,0
5487,2009-10-04,PMT,-6623.503321,6623.503321
5487,2009-10-25,INT40,0,0
5487,2009-12-14,INT70,0,0
5487,2010-01-17,INT90,0,0
5487,2010-02-02,PMT,-2247.294542,2247.294542
5488,2010-05-09,RPT,2825.863926,0
5488,2010-06-30,RES,0,0
5488,2011-03-25,INT40,0,0
5488,2011-06-30,RES,0,0
5488,2011-11-20,INT70,0,0
5488,2012-04-29,INT90,0,0
5488,2012-06-30,RES,0,0
5488,2012-07-17,PMT,-2825.863926,2825.863926
5489,2009-11-12,RPT,2979.879107,0
5489,2010-06-30,RES,0,0
5489,2011-02-11,INT40,0,0
5489,2011-06-30,RES,0,0
5489,2011-12-05,PMT,-1974.674045,1974.674045
5489,2012-01-18,INT70,0,0
5489,2012-06-30,RES,0,0
5489,2012-09-02,INT90,0,0
5489,2012-12-24,PMT,-1005.205062,1005.205062
5490,2009-11-27,RPT,2924.14467,0
5490,2010-06-30,RES,0,0
5490,2011-05-08,INT40,0,0
5490,2011-06-30,RES,0,0
5490,2011-09-23,PMT,-1600.705236,1600.705236
5490,2012-06-06,INT70,0,0
5490,2012-06-30,RES,0,0
5490,2013-02-24,INT90,0,0
5490,2013-06-30,RES,0,0
5490,2013-07-06,PMT,-1323.439435,1323.439435
5491,2009-09-21,RPT,13969.10809,0
5491,2010-06-30,RES,0,0
5491,2010-10-30,PMT,-4689.035918,4689.035918
5491,2010-10-31,INT40,0,0
5491,2011-06-30,RES,0,0
5491,2011-08-31,INT70,0,0
5491,2011-11-12,PMT,-6464.443041,6464.443041
5491,2012-03-21,INT90,0,0
5491,2012-06-30,PMT,-2815.629135,2815.629135
5492,2009-11-11,RPT,2364.032567,0
5492,2010-01-19,INT40,0,0
5492,2010-03-12,INT70,0,0
5492,2010-04-15,INT90,0,0
5492,2010-05-02,PMT,-2364.032567,2364.032567
5493,2009-07-25,RPT,5873.956587,0
5493,2010-01-28,PMT,-2505.604838,2505.604838
5493,2010-06-30,RES,0,0
5493,2011-04-11,INT40,0,0
5493,2011-06-30,RES,0,0
5493,2012-06-30,RES,0,0
5493,2012-07-22,INT70,0,0
5493,2012-08-11,PMT,-2996.017759,2996.017759
5493,2013-05-31,INT90,0,0
5493,2013-06-30,RES,0,0
5493,2013-11-02,PMT,-372.3339895,372.3339895
5494,2010-03-26,RPT,12691.93866,0
5494,2010-06-06,INT40,0,0
5494,2010-06-30,RES,0,0
5494,2010-07-30,INT70,0,0
5494,2010-09-04,INT90,0,0
5494,2010-09-21,PMT,-12691.93866,12691.93866
5495,2009-08-17,RPT,2381.235471,0
5495,2010-06-30,RES,0,0
5495,2011-06-25,INT40,0,0
5495,2011-06-30,RES,0,0
5495,2012-06-30,RES,0,0
5495,2012-11-13,INT70,0,0
5495,2013-06-30,RES,0,0
5495,2013-10-17,INT90,0,0
5495,2014-04-04,PMT,-2381.235471,2381.235471
5496,2009-10-20,RPT,5290.885294,0
5496,2010-04-05,PMT,-3414.324405,3414.324405
5496,2010-06-30,RES,0,0
5496,2011-06-30,RES,0,0
5496,2012-02-11,INT40,0,0
5496,2012-06-30,RES,0,0
5496,2013-06-30,RES,0,0
5496,2013-11-06,INT70,0,0
5496,2014-06-30,RES,0,0
5496,2015-01-02,INT90,0,0
5496,2015-06-30,RES,0,0
5496,2015-08-01,PMT,-1876.560889,1876.560889
5497,2009-09-16,RPT,14092.93727,0
5497,2010-06-30,RES,0,0
5497,2010-12-26,INT40,0,0
5497,2011-06-30,RES,0,0
5497,2011-12-11,INT70,0,0
5497,2012-06-30,RES,0,0
5497,2012-07-31,INT90,0,0
5497,2012-11-25,PMT,-14092.93727,14092.93727
5498,2009-10-27,RPT,3637.43631,0
5498,2010-06-30,RES,0,0
5498,2011-06-30,RES,0,0
5498,2012-06-30,RES,0,0
5498,2012-08-04,INT40,0,0
5498,2013-06-30,RES,0,0
5498,2014-06-23,PMT,-2974.349071,2974.349071
5498,2014-06-30,RES,0,0
5498,2014-09-02,INT70,0,0
5498,2015-06-30,RES,0,0
5498,2016-01-21,INT90,0,0
5498,2016-06-30,RES,0,0
5498,2016-09-30,PMT,-663.0872388,663.0872388
5499,2009-08-11,RPT,15990.42651,0
5499,2010-06-30,RES,0,0
5499,2011-06-30,RES,0,0
5499,2012-03-29,INT40,0,0
5499,2012-06-30,RES,0,0
5499,2013-01-02,PMT,-4693.470684,4693.470684
5499,2013-06-30,RES,0,0
5499,2014-03-20,INT70,0,0
5499,2014-06-30,RES,0,0
5499,2015-06-30,RES,0,0
5499,2015-07-13,INT90,0,0
5499,2016-03-09,PMT,-11296.95582,11296.95582
5500,2009-10-21,RPT,761.4552107,0
5500,2010-06-30,RES,0,0
5500,2010-09-24,INT40,0,0
5500,2011-06-05,INT70,0,0
5500,2011-06-30,RES,0,0
5500,2011-11-21,INT90,0,0
5500,2012-02-13,PMT,-761.4552107,761.4552107
5501,2009-09-09,RPT,11170.92245,0
5501,2010-06-30,RES,0,0
5501,2010-12-30,PMT,-2685.328465,2685.328465
5501,2011-06-30,RES,0,0
5501,2011-10-19,PMT,-3504.687494,3504.687494
5501,2011-11-08,INT40,0,0
5501,2012-06-30,RES,0,0
5501,2013-06-23,INT70,0,0
5501,2013-06-30,RES,0,0
5501,2014-06-30,RES,0,0
5501,2014-07-23,INT90,0,0
5501,2015-02-05,PMT,-4980.90649,4980.90649
5502,2009-10-08,RPT,9195.023388,0
5502,2010-06-30,RES,0,0
5502,2011-06-30,RES,0,0
5502,2012-06-30,RES,0,0
5502,2013-06-30,RES,0,0
5502,2014-06-30,RES,0,0
5502,2014-09-27,INT40,0,0
5502,2015-06-30,RES,0,0
5502,2016-06-30,RES,0,0
5502,2017-01-25,PMT,-5463.873852,5463.873852
5502,2017-06-30,RES,0,0
5502,2018-06-19,INT70,0,0
5502,2018-06-30,RES,0,0
5502,2019-06-30,RES,0,0
5502,2020-06-05,PMT,-1633.841743,1633.841743
5502,2020-06-30,RES,0,0
5502,2020-12-13,INT90,0,0
5502,2021-02-15,PMT,-945.2390334,945.2390334
5502,2021-06-30,RES,0,0
5502,2022-03-11,PMT,-1152.068759,1152.068759
5503,2009-09-18,RPT,16872.95081,0
5503,2010-06-30,RES,0,0
5503,2011-06-30,RES,0,0
5503,2012-06-30,RES,0,0
5503,2012-10-04,PMT,-8719.327986,8719.327986
5503,2013-03-24,PMT,-1988.876064,1988.876064
5503,2013-06-30,RES,0,0
5503,2013-07-05,PMT,-1001.104938,1001.104938
5503,2013-08-24,PMT,-1338.084322,1338.084322
5503,2014-06-30,RES,0,0
5503,2015-06-30,RES,0,0
5503,2016-06-30,RES,0,0
5503,2016-07-28,INT40,0,0
5503,2017-06-30,RES,0,0
5503,2017-11-08,PMT,-1615.576048,1615.576048
5503,2018-06-30,RES,0,0
5503,2019-06-30,RES,0,0
5503,2020-06-30,RES,0,0
5503,2021-06-30,RES,0,0
5503,2021-09-19,INT70,0,0
5503,2022-06-30,RES,0,0
5503,2023-06-30,RES,0,0
5503,2024-06-30,RES,0,0
5503,2025-02-23,INT90,0,0
5503,2025-06-30,RES,0,0
5503,2026-06-30,RES,0,0
5503,2026-11-11,PMT,-2209.981454,2209.981454
5504,2009-10-01,RPT,20570.90433,0
5504,2010-06-30,RES,0,0
5504,2011-06-30,RES,0,0
5504,2012-05-23,PMT,-2882.466084,2882.466084
5504,2012-06-30,RES,0,0
5504,2012-09-05,PMT,-2035.648679,2035.648679
5504,2012-11-28,INT40,0,0
5504,2013-06-30,RES,0,0
5504,2014-06-30,RES,0,0
5504,2015-04-12,INT70,0,0
5504,2015-06-30,RES,0,0
5504,2016-02-15,PMT,-1146.022074,1146.022074
5504,2016-05-14,PMT,-10887.86236,10887.86236
5504,2016-06-30,RES,0,0
5504,2016-11-09,INT90,0,0
5504,2017-06-30,RES,0,0
5504,2017-07-08,PMT,-914.6396651,914.6396651
5504,2017-08-24,PMT,-2704.265467,2704.265467
5505,2009-10-12,RPT,8056.993421,0
5505,2010-06-30,RES,0,0
5505,2011-06-30,RES,0,0
5505,2012-06-30,RES,0,0
5505,2013-06-30,RES,0,0
5505,2014-02-09,INT40,0,0
5505,2014-06-30,RES,0,0
5505,2015-06-30,RES,0,0
5505,2016-01-15,PMT,-350.1984838,350.1984838
5505,2016-06-30,RES,0,0
5505,2017-05-10,INT70,0,0
5505,2017-06-30,RES,0,0
5505,2018-06-30,RES,0,0
5505,2019-06-30,RES,0,0
5505,2019-07-10,INT90,0,0
5505,2019-09-02,PMT,-123.0417895,123.0417895
5505,2020-02-08,PMT,-3885.115015,3885.115015
5505,2020-06-30,RES,0,0
5505,2020-08-08,PMT,-3698.638133,3698.638133
5506,2009-10-23,RPT,13442.72801,0
5506,2010-06-30,RES,0,0
5506,2011-06-30,RES,0,0
5506,2012-06-30,RES,0,0
5506,2013-06-30,RES,0,0
5506,2014-06-30,RES,0,0
5506,2015-04-29,PMT,-1177.264622,1177.264622
5506,2015-06-30,RES,0,0
5506,2015-08-27,PMT,-371.403115,371.403115
5506,2015-10-26,PMT,-1570.516424,1570.516424
5506,2016-06-30,RES,0,0
5506,2016-12-12,PMT,-788.224168,788.224168
5506,2017-03-03,INT40,0,0
5506,2017-06-30,RES,0,0
5506,2018-06-30,RES,0,0
5506,2019-06-30,RES,0,0
5506,2020-06-30,RES,0,0
5506,2021-06-30,RES,0,0
5506,2022-06-30,RES,0,0
5506,2022-09-08,INT70,0,0
5506,2023-06-30,RES,0,0
5506,2024-06-30,RES,0,0
5506,2025-06-30,RES,0,0
5506,2026-05-14,INT90,0,0
5506,2026-06-30,RES,0,0
5506,2027-03-05,PMT,-7667.460797,7667.460797
5506,2027-06-30,RES,0,0
5506,2028-03-15,PMT,-1867.858879,1867.858879
5507,2009-10-03,RPT,15494.31482,0
5507,2010-04-02,PMT,-7096.752109,7096.752109
5507,2010-06-30,RES,0,0
5507,2010-12-06,PMT,-6547.566015,6547.566015
5507,2011-06-30,RES,0,0
5507,2011-07-10,INT40,0,0
5507,2012-06-30,RES,0,0
5507,2012-11-04,INT70,0,0
5507,2013-06-30,RES,0,0
5507,2013-09-22,INT90,0,0
5507,2014-03-02,PMT,-1849.996694,1849.996694
5508,2010-02-18,RPT,10797.36363,0
5508,2010-06-30,RES,0,0
5508,2011-06-30,RES,0,0
5508,2011-09-26,INT40,0,0
5508,2012-05-20,PMT,-375.8509078,375.8509078
5508,2012-06-30,RES,0,0
5508,2012-12-08,INT70,0,0
5508,2013-04-01,PMT,-2671.792249,2671.792249
5508,2013-06-30,RES,0,0
5508,2013-08-19,PMT,-1618.769792,1618.769792
5508,2013-09-27,INT90,0,0
5508,2013-10-12,PMT,-654.4625607,654.4625607
5508,2014-02-20,PMT,-5476.488122,5476.488122
5509,2009-11-07,RPT,9168.245814,0
5509,2010-06-14,INT40,0,0
5509,2010-06-30,RES,0,0
5509,2010-11-25,INT70,0,0
5509,2011-02-03,PMT,-1020.275123,1020.275123
5509,2011-03-15,INT90,0,0
5509,2011-05-08,PMT,-8147.97069,8147.97069
5510,2009-11-28,RPT,12327.81559,0
5510,2010-06-30,RES,0,0
5510,2010-08-31,PMT,-2996.625793,2996.625793
5510,2011-06-30,RES,0,0
5510,2011-10-02,INT40,0,0
5510,2012-06-30,RES,0,0
5510,2013-02-18,INT70,0,0
5510,2013-06-30,RES,0,0
5510,2014-01-21,INT90,0,0
5510,2014-06-30,RES,0,0
5510,2014-07-08,PMT,-9331.189801,9331.189801
5511,2009-09-03,RPT,13537.44219,0
5511,2010-06-30,RES,0,0
5511,2010-07-12,PMT,-6841.434857,6841.434857
5511,2011-06-30,RES,0,0
5511,2011-09-08,PMT,-647.9804295,647.9804295
5511,2011-12-04,INT40,0,0
5511,2012-06-27,PMT,-1593.464699,1593.464699
5511,2012-06-30,RES,0,0
5511,2013-06-30,RES,0,0
5511,2013-08-12,INT70,0,0
5511,2014-06-30,RES,0,0
5511,2014-09-27,INT90,0,0
5511,2015-01-21,PMT,-2842.185082,2842.185082
5511,2015-04-20,PMT,-1612.377121,1612.377121
5512,2010-06-23,RPT,49266.99687,0
5512,2010-06-30,RES,0,0
5512,2011-06-30,RES,0,0
5512,2012-06-30,RES,0,0
5512,2013-06-01,INT40,0,0
5512,2013-06-30,RES,0,0
5512,2014-04-16,PMT,-48670.26522,48670.26522
5512,2014-06-30,RES,0,0
5512,2015-06-30,RES,0,0
5512,2015-08-15,INT70,0,0
5512,2016-06-30,RES,0,0
5512,2017-02-02,INT90,0,0
5512,2017-06-30,RES,0,0
5512,2017-10-28,PMT,-596.7316538,596.7316538
5513,2009-08-10,RPT,4876.218235,0
5513,2010-06-30,RES,0,0
5513,2010-09-06,PMT,-3285.939058,3285.939058
5513,2011-02-22,INT40,0,0
5513,2011-06-30,RES,0,0
5513,2012-04-18,INT70,0,0
5513,2012-06-30,RES,0,0
5513,2013-01-23,INT90,0,0
5513,2013-06-12,PMT,-1590.279178,1590.279178
5514,2010-06-06,RPT,4715.20497,0
5514,2010-06-30,RES,0,0
5514,2011-03-07,PMT,-3892.737934,3892.737934
5514,2011-06-30,RES,0,0
